Country,Indicator,Measure Names,Year,Measure Values
Peru,Rule of Law,Governance (-2.5 to +2.5),2018,-0.517087519
Peru,Rule of Law,Number of Sources,2018,15
Philippines,Rule of Law,Standard Error,2018,0.144828305
Philippines,Rule of Law,Percentile Rank,2018,34.13461685
Philippines,Rule of Law,Governance (-2.5 to +2.5),2018,-0.477669388
Philippines,Rule of Law,Number of Sources,2018,13
Poland,Rule of Law,Standard Error,2018,0.140936434
Poland,Rule of Law,Percentile Rank,2018,66.82691956
Poland,Rule of Law,Governance (-2.5 to +2.5),2018,0.42789188
Poland,Rule of Law,Number of Sources,2018,12
Portugal,Rule of Law,Standard Error,2018,0.156969205
Portugal,Rule of Law,Percentile Rank,2018,85.09615326
Portugal,Rule of Law,Governance (-2.5 to +2.5),2018,1.140911698
Portugal,Rule of Law,Number of Sources,2018,10
Puerto Rico,Rule of Law,Standard Error,2018,0.212364137
Puerto Rico,Rule of Law,Percentile Rank,2018,73.07691956
Puerto Rico,Rule of Law,Governance (-2.5 to +2.5),2018,0.586845696
Puerto Rico,Rule of Law,Number of Sources,2018,2
Qatar,Rule of Law,Standard Error,2018,0.164741665
Qatar,Rule of Law,Percentile Rank,2018,75.4807663
Qatar,Rule of Law,Governance (-2.5 to +2.5),2018,0.734673679
Qatar,Rule of Law,Number of Sources,2018,9
Réunion,Rule of Law,Standard Error,2018,0.484159291
Réunion,Rule of Law,Percentile Rank,2018,84.61538696
Réunion,Rule of Law,Governance (-2.5 to +2.5),2018,1.120189071
Réunion,Rule of Law,Number of Sources,2018,1
Romania,Rule of Law,Standard Error,2018,0.133865163
Romania,Rule of Law,Percentile Rank,2018,63.46154022
Romania,Rule of Law,Governance (-2.5 to +2.5),2018,0.325462818
Romania,Rule of Law,Number of Sources,2018,13
Russian Federation,Rule of Law,Standard Error,2018,0.140936434
Russian Federation,Rule of Law,Percentile Rank,2018,20.67307663
Russian Federation,Rule of Law,Governance (-2.5 to +2.5),2018,-0.815320075
Russian Federation,Rule of Law,Number of Sources,2018,12
Rwanda,Rule of Law,Standard Error,2018,0.149695739
Rwanda,Rule of Law,Percentile Rank,2018,58.17307663
Rwanda,Rule of Law,Governance (-2.5 to +2.5),2018,0.118111536
Rwanda,Rule of Law,Number of Sources,2018,12
Samoa,Rule of Law,Standard Error,2018,0.316551745
Samoa,Rule of Law,Percentile Rank,2018,77.88461304
Samoa,Rule of Law,Governance (-2.5 to +2.5),2018,0.823935866
Samoa,Rule of Law,Number of Sources,2018,3
San Marino,Rule of Law,Standard Error,2018,
San Marino,Rule of Law,Percentile Rank,2018,
San Marino,Rule of Law,Governance (-2.5 to +2.5),2018,
San Marino,Rule of Law,Number of Sources,2018,
São Tomé and Principe,Rule of Law,Standard Error,2018,0.166173726
São Tomé and Principe,Rule of Law,Percentile Rank,2018,25.96153832
São Tomé and Principe,Rule of Law,Governance (-2.5 to +2.5),2018,-0.686367631
São Tomé and Principe,Rule of Law,Number of Sources,2018,8
Saudi Arabia,Rule of Law,Standard Error,2018,0.164106041
Saudi Arabia,Rule of Law,Percentile Rank,2018,58.65384674
Saudi Arabia,Rule of Law,Governance (-2.5 to +2.5),2018,0.141729251
Saudi Arabia,Rule of Law,Number of Sources,2018,10
Senegal,Rule of Law,Standard Error,2018,0.138760939
Senegal,Rule of Law,Percentile Rank,2018,47.59615326
Senegal,Rule of Law,Governance (-2.5 to +2.5),2018,-0.208079457
Senegal,Rule of Law,Number of Sources,2018,15
Serbia,Rule of Law,Standard Error,2018,0.145666972
Serbia,Rule of Law,Percentile Rank,2018,49.03845978
Serbia,Rule of Law,Governance (-2.5 to +2.5),2018,-0.146403626
Serbia,Rule of Law,Number of Sources,2018,11
Seychelles,Rule of Law,Standard Error,2018,0.159217462
Seychelles,Rule of Law,Percentile Rank,2018,59.61538315
Seychelles,Rule of Law,Governance (-2.5 to +2.5),2018,0.200062945
Seychelles,Rule of Law,Number of Sources,2018,9
Sierra Leone,Rule of Law,Standard Error,2018,0.143528923
Sierra Leone,Rule of Law,Percentile Rank,2018,22.59615326
Sierra Leone,Rule of Law,Governance (-2.5 to +2.5),2018,-0.769549489
Sierra Leone,Rule of Law,Number of Sources,2018,14
Singapore,Rule of Law,Standard Error,2018,0.154148996
Singapore,Rule of Law,Percentile Rank,2018,97.11538696
Singapore,Rule of Law,Governance (-2.5 to +2.5),2018,1.84489131
Singapore,Rule of Law,Number of Sources,2018,11
Slovak Republic,Rule of Law,Standard Error,2018,0.148424938
Slovak Republic,Rule of Law,Percentile Rank,2018,70.19230652
Slovak Republic,Rule of Law,Governance (-2.5 to +2.5),2018,0.529058456
Slovak Republic,Rule of Law,Number of Sources,2018,11
Slovenia,Rule of Law,Standard Error,2018,0.140936434
Slovenia,Rule of Law,Percentile Rank,2018,82.69230652
Slovenia,Rule of Law,Governance (-2.5 to +2.5),2018,1.058505058
Slovenia,Rule of Law,Number of Sources,2018,12
Solomon Islands,Rule of Law,Standard Error,2018,0.29457891
Solomon Islands,Rule of Law,Percentile Rank,2018,47.11538315
Solomon Islands,Rule of Law,Governance (-2.5 to +2.5),2018,-0.227895141
Solomon Islands,Rule of Law,Number of Sources,2018,5
Somalia,Rule of Law,Standard Error,2018,0.154080778
Somalia,Rule of Law,Percentile Rank,2018,0.480769217
Somalia,Rule of Law,Governance (-2.5 to +2.5),2018,-2.332786083
Somalia,Rule of Law,Number of Sources,2018,10
South Africa,Rule of Law,Standard Error,2018,0.134653509
South Africa,Rule of Law,Percentile Rank,2018,50.96154022
South Africa,Rule of Law,Governance (-2.5 to +2.5),2018,-0.102495678
South Africa,Rule of Law,Number of Sources,2018,16
South Sudan,Rule of Law,Standard Error,2018,0.207132131
South Sudan,Rule of Law,Percentile Rank,2018,1.442307711
South Sudan,Rule of Law,Governance (-2.5 to +2.5),2018,-1.958407879
South Sudan,Rule of Law,Number of Sources,2018,10
Spain,Rule of Law,Standard Error,2018,0.156969205
Spain,Rule of Law,Percentile Rank,2018,80.28845978
Spain,Rule of Law,Governance (-2.5 to +2.5),2018,0.968937635
Spain,Rule of Law,Number of Sources,2018,10
Sri Lanka,Rule of Law,Standard Error,2018,0.150461033
Sri Lanka,Rule of Law,Percentile Rank,2018,55.76922989
Sri Lanka,Rule of Law,Governance (-2.5 to +2.5),2018,0.026323395
Sri Lanka,Rule of Law,Number of Sources,2018,11
St. Kitts and Nevis,Rule of Law,Standard Error,2018,0.310289323
St. Kitts and Nevis,Rule of Law,Percentile Rank,2018,71.15384674
St. Kitts and Nevis,Rule of Law,Governance (-2.5 to +2.5),2018,0.533376813
St. Kitts and Nevis,Rule of Law,Number of Sources,2018,3
St. Lucia,Rule of Law,Standard Error,2018,0.246796563
St. Lucia,Rule of Law,Percentile Rank,2018,72.59615326
St. Lucia,Rule of Law,Governance (-2.5 to +2.5),2018,0.55924958
St. Lucia,Rule of Law,Number of Sources,2018,5
St. Vincent and the Grenadines,Rule of Law,Standard Error,2018,0.246796563
St. Vincent and the Grenadines,Rule of Law,Percentile Rank,2018,67.30769348
St. Vincent and the Grenadines,Rule of Law,Governance (-2.5 to +2.5),2018,0.432641655
St. Vincent and the Grenadines,Rule of Law,Number of Sources,2018,5
Sudan,Rule of Law,Standard Error,2018,0.15199028
Sudan,Rule of Law,Percentile Rank,2018,10.57692337
Sudan,Rule of Law,Governance (-2.5 to +2.5),2018,-1.119796395
Sudan,Rule of Law,Number of Sources,2018,12
Suriname,Rule of Law,Standard Error,2018,0.181728572
Suriname,Rule of Law,Percentile Rank,2018,51.92307663
Suriname,Rule of Law,Governance (-2.5 to +2.5),2018,-0.063968353
Suriname,Rule of Law,Number of Sources,2018,6
Swaziland,Rule of Law,Standard Error,2018,0.166427806
Swaziland,Rule of Law,Percentile Rank,2018,45.19230652
Swaziland,Rule of Law,Governance (-2.5 to +2.5),2018,-0.248500392
Swaziland,Rule of Law,Number of Sources,2018,9
Sweden,Rule of Law,Standard Error,2018,0.156969205
Sweden,Rule of Law,Percentile Rank,2018,98.55769348
Sweden,Rule of Law,Governance (-2.5 to +2.5),2018,1.895982742
Sweden,Rule of Law,Number of Sources,2018,10
Switzerland,Rule of Law,Standard Error,2018,0.167521387
Switzerland,Rule of Law,Percentile Rank,2018,99.03845978
Switzerland,Rule of Law,Governance (-2.5 to +2.5),2018,1.931222439
Switzerland,Rule of Law,Number of Sources,2018,9
Syrian Arab Republic,Rule of Law,Standard Error,2018,0.193071261
Syrian Arab Republic,Rule of Law,Percentile Rank,2018,0.961538434
Syrian Arab Republic,Rule of Law,Governance (-2.5 to +2.5),2018,-2.047867537
Syrian Arab Republic,Rule of Law,Number of Sources,2018,6
"Taiwan, China",Rule of Law,Standard Error,2018,0.164106041
"Taiwan, China",Rule of Law,Percentile Rank,2018,83.17308044
"Taiwan, China",Rule of Law,Governance (-2.5 to +2.5),2018,1.112280965
"Taiwan, China",Rule of Law,Number of Sources,2018,10
Tajikistan,Rule of Law,Standard Error,2018,0.152495563
Tajikistan,Rule of Law,Percentile Rank,2018,7.692307472
Tajikistan,Rule of Law,Governance (-2.5 to +2.5),2018,-1.282616258
Tajikistan,Rule of Law,Number of Sources,2018,11
Tanzania,Rule of Law,Standard Error,2018,0.138760939
Tanzania,Rule of Law,Percentile Rank,2018,31.25
Tanzania,Rule of Law,Governance (-2.5 to +2.5),2018,-0.554993987
Tanzania,Rule of Law,Number of Sources,2018,15
Thailand,Rule of Law,Standard Error,2018,0.145028949
Thailand,Rule of Law,Percentile Rank,2018,54.80769348
Thailand,Rule of Law,Governance (-2.5 to +2.5),2018,0.023297889
Thailand,Rule of Law,Number of Sources,2018,12
Timor-Leste,Rule of Law,Standard Error,2018,0.179808095
Timor-Leste,Rule of Law,Percentile Rank,2018,10.09615421
Timor-Leste,Rule of Law,Governance (-2.5 to +2.5),2018,-1.127902389
Timor-Leste,Rule of Law,Number of Sources,2018,7
Togo,Rule of Law,Standard Error,2018,0.151490688
Togo,Rule of Law,Percentile Rank,2018,29.80769157
Togo,Rule of Law,Governance (-2.5 to +2.5),2018,-0.590871453
Togo,Rule of Law,Number of Sources,2018,13
Tonga,Rule of Law,Standard Error,2018,0.30594182
Tonga,Rule of Law,Percentile Rank,2018,64.90384674
Tonga,Rule of Law,Governance (-2.5 to +2.5),2018,0.387413651
Tonga,Rule of Law,Number of Sources,2018,5
Trinidad and Tobago,Rule of Law,Standard Error,2018,0.156849653
Trinidad and Tobago,Rule of Law,Percentile Rank,2018,50.48077011
Trinidad and Tobago,Rule of Law,Governance (-2.5 to +2.5),2018,-0.120507449
Trinidad and Tobago,Rule of Law,Number of Sources,2018,9
Tunisia,Rule of Law,Standard Error,2018,0.138760939
Tunisia,Rule of Law,Percentile Rank,2018,56.25
Tunisia,Rule of Law,Governance (-2.5 to +2.5),2018,0.039389446
Tunisia,Rule of Law,Number of Sources,2018,15
Turkey,Rule of Law,Standard Error,2018,0.150302693
Turkey,Rule of Law,Percentile Rank,2018,42.30769348
Turkey,Rule of Law,Governance (-2.5 to +2.5),2018,-0.319298446
Turkey,Rule of Law,Number of Sources,2018,12
Turkmenistan,Rule of Law,Standard Error,2018,0.16405274
Turkmenistan,Rule of Law,Percentile Rank,2018,6.25
Turkmenistan,Rule of Law,Governance (-2.5 to +2.5),2018,-1.452362537
Turkmenistan,Rule of Law,Number of Sources,2018,8
Tuvalu,Rule of Law,Standard Error,2018,0.316551745
Tuvalu,Rule of Law,Percentile Rank,2018,70.67308044
Tuvalu,Rule of Law,Governance (-2.5 to +2.5),2018,0.529882133
Tuvalu,Rule of Law,Number of Sources,2018,3
Uganda,Rule of Law,Standard Error,2018,0.138760939
Uganda,Rule of Law,Percentile Rank,2018,43.26922989
Uganda,Rule of Law,Governance (-2.5 to +2.5),2018,-0.294705033
Uganda,Rule of Law,Number of Sources,2018,15
Ukraine,Rule of Law,Standard Error,2018,0.133865163
Ukraine,Rule of Law,Percentile Rank,2018,24.03846169
Ukraine,Rule of Law,Governance (-2.5 to +2.5),2018,-0.717793524
Ukraine,Rule of Law,Number of Sources,2018,13
United Arab Emirates,Rule of Law,Standard Error,2018,0.155960485
United Arab Emirates,Rule of Law,Percentile Rank,2018,77.40384674
United Arab Emirates,Rule of Law,Governance (-2.5 to +2.5),2018,0.806447625
United Arab Emirates,Rule of Law,Number of Sources,2018,10
United Kingdom,Rule of Law,Standard Error,2018,0.156969205
United Kingdom,Rule of Law,Percentile Rank,2018,91.82691956
United Kingdom,Rule of Law,Governance (-2.5 to +2.5),2018,1.638637304
United Kingdom,Rule of Law,Number of Sources,2018,10
United States,Rule of Law,Standard Error,2018,0.154757261
United States,Rule of Law,Percentile Rank,2018,89.42308044
United States,Rule of Law,Governance (-2.5 to +2.5),2018,1.453255296
United States,Rule of Law,Number of Sources,2018,11
Uruguay,Rule of Law,Standard Error,2018,0.144387975
Uruguay,Rule of Law,Percentile Rank,2018,73.55769348
Uruguay,Rule of Law,Governance (-2.5 to +2.5),2018,0.599107385
Uruguay,Rule of Law,Number of Sources,2018,14
Uzbekistan,Rule of Law,Standard Error,2018,0.144407332
Uzbekistan,Rule of Law,Percentile Rank,2018,12.98076916
Uzbekistan,Rule of Law,Governance (-2.5 to +2.5),2018,-1.073631763
Uzbekistan,Rule of Law,Number of Sources,2018,12
Vanuatu,Rule of Law,Standard Error,2018,0.300375998
Vanuatu,Rule of Law,Percentile Rank,2018,64.42308044
Vanuatu,Rule of Law,Governance (-2.5 to +2.5),2018,0.33589533
Vanuatu,Rule of Law,Number of Sources,2018,5
"Venezuela, RB",Rule of Law,Standard Error,2018,0.147886291
"Venezuela, RB",Rule of Law,Percentile Rank,2018,0
"Venezuela, RB",Rule of Law,Governance (-2.5 to +2.5),2018,-2.338622332
"Venezuela, RB",Rule of Law,Number of Sources,2018,14
Vietnam,Rule of Law,Standard Error,2018,0.149976328
Vietnam,Rule of Law,Percentile Rank,2018,54.32692337
Vietnam,Rule of Law,Governance (-2.5 to +2.5),2018,-0.00328225
Vietnam,Rule of Law,Number of Sources,2018,12
Virgin Islands (U.S.),Rule of Law,Standard Error,2018,0.484159291
Virgin Islands (U.S.),Rule of Law,Percentile Rank,2018,84.61538696
Virgin Islands (U.S.),Rule of Law,Governance (-2.5 to +2.5),2018,1.120189071
Virgin Islands (U.S.),Rule of Law,Number of Sources,2018,1
West Bank and Gaza,Rule of Law,Standard Error,2018,0.206585109
West Bank and Gaza,Rule of Law,Percentile Rank,2018,33.17307663
West Bank and Gaza,Rule of Law,Governance (-2.5 to +2.5),2018,-0.483719558
West Bank and Gaza,Rule of Law,Number of Sources,2018,4
"Yemen, Rep.",Rule of Law,Standard Error,2018,0.167739585
"Yemen, Rep.",Rule of Law,Percentile Rank,2018,1.923076868
"Yemen, Rep.",Rule of Law,Governance (-2.5 to +2.5),2018,-1.79039371
"Yemen, Rep.",Rule of Law,Number of Sources,2018,9
Zambia,Rule of Law,Standard Error,2018,0.143528923
Zambia,Rule of Law,Percentile Rank,2018,40.86538315
Zambia,Rule of Law,Governance (-2.5 to +2.5),2018,-0.344938487
Zambia,Rule of Law,Number of Sources,2018,14
Zimbabwe,Rule of Law,Standard Error,2018,0.138760939
Zimbabwe,Rule of Law,Percentile Rank,2018,8.17307663
Zimbabwe,Rule of Law,Governance (-2.5 to +2.5),2018,-1.273630381
Zimbabwe,Rule of Law,Number of Sources,2018,15
Afghanistan,Control of Corruption,Standard Error,2018,0.157295763
Afghanistan,Control of Corruption,Percentile Rank,2018,4.326922894
Afghanistan,Control of Corruption,Governance (-2.5 to +2.5),2018,-1.496648192
Afghanistan,Control of Corruption,Number of Sources,2018,10
Albania,Control of Corruption,Standard Error,2018,0.136066794
Albania,Control of Corruption,Percentile Rank,2018,35.09615326
Albania,Control of Corruption,Governance (-2.5 to +2.5),2018,-0.521866679
Albania,Control of Corruption,Number of Sources,2018,11
Algeria,Control of Corruption,Standard Error,2018,0.155637667
Algeria,Control of Corruption,Percentile Rank,2018,28.36538506
Algeria,Control of Corruption,Governance (-2.5 to +2.5),2018,-0.636465013
Algeria,Control of Corruption,Number of Sources,2018,9
American Samoa,Control of Corruption,Standard Error,2018,0.402382225
American Samoa,Control of Corruption,Percentile Rank,2018,94.2307663
American Samoa,Control of Corruption,Governance (-2.5 to +2.5),2018,1.845533729
American Samoa,Control of Corruption,Number of Sources,2018,1
Andorra,Control of Corruption,Standard Error,2018,0.402382225
Andorra,Control of Corruption,Percentile Rank,2018,86.53845978
Andorra,Control of Corruption,Governance (-2.5 to +2.5),2018,1.23861444
Andorra,Control of Corruption,Number of Sources,2018,1
Angola,Control of Corruption,Standard Error,2018,0.147932768
Angola,Control of Corruption,Percentile Rank,2018,11.53846169
Angola,Control of Corruption,Governance (-2.5 to +2.5),2018,-1.144540668
Angola,Control of Corruption,Number of Sources,2018,10
Anguilla,Control of Corruption,Standard Error,2018,0.402382225
Anguilla,Control of Corruption,Percentile Rank,2018,86.53845978
Anguilla,Control of Corruption,Governance (-2.5 to +2.5),2018,1.23861444
Anguilla,Control of Corruption,Number of Sources,2018,1
Antigua and Barbuda,Control of Corruption,Standard Error,2018,0.264885247
Antigua and Barbuda,Control of Corruption,Percentile Rank,2018,63.46154022
Antigua and Barbuda,Control of Corruption,Governance (-2.5 to +2.5),2018,0.276634604
Antigua and Barbuda,Control of Corruption,Number of Sources,2018,2
Argentina,Control of Corruption,Standard Error,2018,0.118222915
Argentina,Control of Corruption,Percentile Rank,2018,54.32692337
Argentina,Control of Corruption,Governance (-2.5 to +2.5),2018,-0.083467543
Argentina,Control of Corruption,Number of Sources,2018,15
Armenia,Control of Corruption,Standard Error,2018,0.135246769
Armenia,Control of Corruption,Percentile Rank,2018,42.78845978
Armenia,Control of Corruption,Governance (-2.5 to +2.5),2018,-0.34911266
Armenia,Control of Corruption,Number of Sources,2018,12
Aruba,Control of Corruption,Standard Error,2018,0.282669574
Aruba,Control of Corruption,Percentile Rank,2018,87.0192337
Aruba,Control of Corruption,Governance (-2.5 to +2.5),2018,1.252026558
Aruba,Control of Corruption,Number of Sources,2018,2
Australia,Control of Corruption,Standard Error,2018,0.13906005
Australia,Control of Corruption,Percentile Rank,2018,92.78845978
Australia,Control of Corruption,Governance (-2.5 to +2.5),2018,1.806200862
Australia,Control of Corruption,Number of Sources,2018,11
Austria,Control of Corruption,Standard Error,2018,0.145136222
Austria,Control of Corruption,Percentile Rank,2018,91.34615326
Austria,Control of Corruption,Governance (-2.5 to +2.5),2018,1.59626174
Austria,Control of Corruption,Number of Sources,2018,9
Azerbaijan,Control of Corruption,Standard Error,2018,0.140411511
Azerbaijan,Control of Corruption,Percentile Rank,2018,21.63461494
Azerbaijan,Control of Corruption,Governance (-2.5 to +2.5),2018,-0.828603089
Azerbaijan,Control of Corruption,Number of Sources,2018,11
"Bahamas, The",Control of Corruption,Standard Error,2018,0.176006898
"Bahamas, The",Control of Corruption,Percentile Rank,2018,83.17308044
"Bahamas, The",Control of Corruption,Governance (-2.5 to +2.5),2018,1.131101847
"Bahamas, The",Control of Corruption,Number of Sources,2018,4
Bahrain,Control of Corruption,Standard Error,2018,0.178658798
Bahrain,Control of Corruption,Percentile Rank,2018,51.44230652
Bahrain,Control of Corruption,Governance (-2.5 to +2.5),2018,-0.147286668
Bahrain,Control of Corruption,Number of Sources,2018,5
Bangladesh,Control of Corruption,Standard Error,2018,0.133124024
Bangladesh,Control of Corruption,Percentile Rank,2018,16.82692337
Bangladesh,Control of Corruption,Governance (-2.5 to +2.5),2018,-0.905021548
Bangladesh,Control of Corruption,Number of Sources,2018,12
Barbados,Control of Corruption,Standard Error,2018,0.205695048
Barbados,Control of Corruption,Percentile Rank,2018,88.94230652
